6,236,3.0
6,240,4.5
6,242,3.0
6,245,1.5
6,265,3.5
6,270,4.5
6,281,2.5
6,291,3.0
6,295,0.5
6,299,1.0
6,302,3.5
6,304,3.0
6,310,4.0
6,314,4.0
6,319,4.0
6,324,2.5
6,336,2.5
6,350,0.5
6,353,2.5
6,363,4.0
6,365,2.5
6,373,2.0
6,375,4.0
6,390,1.5
6,395,2.0
6,399,4.0
6,401,4.0
6,403,0.0
6,404,4.0
6,417,0.5
6,419,0.0
6,436,2.0
6,445,3.5
6,450,0.0
6,453,0.0
6,458,0.5
6,464,2.0
6,471,0.0
6,472,1.5
6,473,1.0
6,477,4.0
6,478,2.5
6,483,3.5
6,485,0.0
6,486,3.0
6,487,3.5
6,494,2.0
6,495,4.0
7,2,3.5
7,14,3.0
7,17,4.0
7,18,2.0
7,27,1.0
7,33,2.5
7,36,1.0
7,46,1.5
7,58,1.0
7,62,0.5
7,65,2.5
7,82,2.0
7,87,1.0
7,88,2.5
7,104,2.0
7,107,3.5
7,111,2.0
7,123,2.0
7,128,2.5
7,129,1.0
7,134,0.0
7,138,0.0
7,185,3.0
7,194,4.5
7,195,3.5
7,200,1.5
7,202,0.5
7,231,3.5
7,236,0.0
7,240,2.0
7,251,1.5
7,262,4.0
7,264,0.0
7,272,0.0
7,280,3.5
7,296,4.0
7,362,0.5
7,363,2.0
7,374,2.0
7,376,1.0
7,378,0.5
7,385,0.0
7,401,3.5
7,414,0.5
7,418,0.0
7,440,4.0
7,442,2.5
7,457,4.0
7,463,4.0
7,478,0.0
7,493,3.5
7,499,2.5
8,2,1.0
8,3,4.5
8,7,3.5
8,12,3.5
8,19,0.0
8,22,4.0
8,23,2.5
8,25,2.5
8,32,4.5
8,33,1.0
8,45,0.5
8,49,0.5
8,73,1.0
8,81,2.5
8,90,3.5
8,93,2.5
8,95,1.0
8,96,2.0
8,97,2.0
8,111,1.5
8,126,0.5
8,130,3.5
8,133,3.5
8,138,0.0
8,141,2.5
8,145,4.5
8,163,3.5
8,164,4.0
8,165,3.0
8,170,3.5
8,180,1.5
8,188,1.5
8,211,2.0
8,218,1.0
8,233,3.5
8,235,4.0
8,248,3.5
8,253,3.5
8,260,1.5
8,265,0.5
8,295,0.5
8,304,2.5
8,309,2.5
8,315,3.0
8,318,1.0
8,319,4.0
8,324,4.0
8,331,1.5
8,347,4.5
8,351,0.5
8,353,3.0
8,358,1.0
8,367,0.5
8,379,0.5
8,390,0.0
8,400,3.0
8,408,3.0
8,409,3.0
8,426,1.5
8,427,0.5
8,441,3.5
8,462,3.5
8,465,2.0
8,467,1.0
8,479,1.5
8,484,1.5
8,493,3.0
9,140,0.5
9,190,4.0
9,211,2.0
9,322,2.5
10,35,4.5
10,64,2.5
10,90,3.0
10,93,3.0
10,99,2.5
10,148,4.5
10,182,4.0
10,252,1.0
10,265,1.0
10,268,4.0
10,349,1.0
10,356,2.0
10,424,1.5
10,462,2.5
10,488,3.5
10,494,4.0
11,1,2.5
11,2,4.0
11,24,1.5
11,31,3.0
11,59,3.0
11,74,0.5
11,85,3.0
11,88,1.5
11,99,3.5
11,106,4.5
11,128,4.0
11,145,2.0
11,150,4.5
11,168,0.5
11,214,1.5
11,218,1.5
11,241,0.0
11,261,1.5
11,274,3.0
11,286,2.0
11,293,1.5
11,294,2.5
11,300,4.5
11,327,2.5
11,350,2.5
11,352,4.0
11,357,4.0
11,369,2.0
11,408,1.0
12,30,0.5
12,51,3.5
12,112,0.5
12,171,0.5
12,279,2.0
12,289,2.5
12,301,2.5
12,394,4.5
12,473,4.0
12,485,1.0
13,10,3.0
13,30,0.0
13,48,2.5
13,54,1.5
13,60,2.0
13,115,3.5
13,135,1.0
13,141,2.5
13,171,1.0
13,187,0.0
13,200,3.0
13,204,2.0
13,210,1.5
13,225,3.0
13,227,0.0
13,232,2.5
13,233,1.5
13,237,0.0
13,278,4.5
13,311,3.0
13,360,0.0
13,370,2.5
13,384,1.0
13,385,2.5
13,390,1.5
13,410,2.5
13,423,4.0
13,424,0.0
13,431,2.5
13,434,4.0
13,436,3.0
13,443,0.0
13,472,1.5
13,479,2.5
13,482,4.0
13,484,2.0
13,492,3.0
13,493,2.0
14,13,4.0
14,47,2.5
14,91,1.5
14,101,3.5
14,119,0.5
14,211,0.0
14,236,4.5
14,337,0.5
14,353,3.0
14,372,1.0
14,378,3.5
14,399,3.5
14,462,1.0
15,10,2.0
15,11,4.5
15,17,2.0
15,34,2.0
15,42,4.5
15,44,2.5
15,52,3.0
15,68,4.5
15,94,2.0
15,127,4.5
15,148,3.0
15,156,1.0
15,162,2.5
15,165,3.5
15,174,2.5
15,196,2.0
15,199,3.0
15,223,0.0
15,231,0.0
15,250,3.0
15,257,0.0
15,258,2.0
15,280,1.5
15,284,2.0
15,290,4.0
15,317,4.0
15,325,4.0
15,365,1.0
15,367,0.5
15,370,0.0
15,379,4.5
15,436,4.0
15,437,3.5
15,442,2.5
15,449,1.5
15,456,4.0
15,462,2.0
15,479,0.5
16,84,3.0
16,91,2.0
16,98,0.5
16,110,2.0
16,234,0.5
16,243,3.5
16,305,3.5
17,1,1.0
17,5,3.5
17,12,0.5
17,17,1.5
17,25,2.5
17,29,0.0
17,32,3.0
17,37,1.0
17,50,2.5
17,52,2.0
17,54,1.5
17,57,0.0
17,64,2.5
17,66,0.0
17,69,0.0
17,70,1.0
17,81,4.0
17,86,2.0
17,91,1.0
17,102,1.0
17,103,3.0
17,104,1.5
17,105,2.5
17,112,2.0
17,129,2.0
17,130,1.5
17,133,3.5
17,142,3.0
17,152,4.0
17,154,3.5
17,158,0.5
17,169,1.5
17,177,3.0
17,190,1.5
17,191,0.0
17,207,3.0
17,214,3.0
17,217,2.5
17,222,3.0
17,224,1.0
17,226,4.5
17,234,4.5
17,235,0.0
17,236,1.0
17,244,2.0
17,254,2.5
17,260,3.0
17,271,1.0
17,280,1.5
17,285,1.5
17,299,3.5
17,303,1.5
17,305,4.5
17,317,0.5
17,331,0.0
17,340,1.0
17,341,0.0
17,351,0.0
17,364,1.5
17,366,0.5
17,368,4.5
17,374,0.0
17,398,4.5
17,405,3.5
17,418,3.0
17,419,4.5
17,421,1.5
17,437,0.0
17,439,0.5
17,444,1.5
17,453,4.5
17,455,3.0
17,462,0.0
17,469,2.5
17,475,3.0
17,477,1.0
17,480,0.5
17,481,2.0
17,482,3.5
17,484,2.0
17,486,1.5
17,489,1.0
18,9,4.5
18,31,1.0
18,33,0.5
18,44,4.5
18,45,4.0
18,53,1.0
18,57,3.0
18,68,1.0
18,71,0.0
18,79,3.0
18,80,1.0
18,94,4.0
18,96,3.5
18,98,4.0
18,107,4.0
18,109,1.0
18,110,3.5
18,116,3.5
18,118,1.0
18,127,0.0
18,129,0.0
18,141,0.0
18,150,3.0
18,152,4.5
18,154,3.0
18,157,0.5
18,164,4.0
18,168,1.0
18,171,0.0
18,175,3.5
18,189,2.5
18,192,3.5
18,195,2.5
18,198,0.0
18,200,3.5
18,215,2.0
18,232,3.5
18,235,0.5
18,238,3.0
18,240,0.5
18,246,4.5
18,249,1.5
18,254,0.5
18,260,1.0
18,269,1.0
18,271,3.0
18,279,4.5
18,293,0.5
18,297,2.5
18,312,4.0
18,318,1.5
18,350,2.0
18,354,2.5
18,359,3.5
18,374,3.0
18,385,0.0
18,386,0.5
18,393,4.0
18,399,0.5
18,406,3.5
18,409,1.5
18,413,4.5
18,420,1.5
18,424,4.5
18,426,1.5
18,430,4.0
18,431,2.5
18,443,4.0
18,446,1.0
18,458,4.0
18,459,2.5
18,465,0.5
18,467,3.5
18,473,0.5
18,478,3.5
18,496,4.0
18,497,0.0
19,11,1.5
19,25,0.0
19,42,3.0
19,45,4.5
19,51,4.5
19,53,3.0
19,55,1.0
19,58,0.0
19,65,4.0
19,84,3.5
19,87,3.5
19,92,2.5
19,99,3.5
19,100,2.0
19,113,0.5
19,117,3.0
19,125,0.0
19,128,1.5
19,141,3.0
19,142,2.5
19,144,4.5
19,147,4.0
19,167,0.5
19,168,1.5
19,181,2.5
19,207,1.5
19,208,1.0
19,209,0.5
19,216,3.0
19,218,2.0
19,229,0.0
19,236,4.0
19,242,3.0
19,245,0.5
19,262,4.5
19,270,0.0
19,292,2.5
19,304,4.5
19,324,2.0
19,330,4.5
19,337,0.5
19,346,1.0
19,348,1.0
19,359,1.5
19,361,1.5
19,370,3.5
19,385,0.5
19,389,3.5
19,399,3.0
19,402,4.0
19,410,0.5
19,423,0.5
19,433,0.5
19,461,2.5
19,469,2.0
19,474,4.5
19,477,4.5
19,483,1.5
19,485,2.5
19,497,3.5
20,10,4.5
20,22,3.5
20,43,2.5
20,73,3.0
20,89,2.0
20,115,3.5
20,164,1.0
20,202,1.0
20,218,4.0
20,221,4.5
20,246,0.5
20,252,0.0
20,277,3.0
20,286,3.5
20,362,4.0
20,366,1.5
20,420,4.0
20,462,2.5
20,488,2.5
21,13,2.0
21,14,2.5
21,18,1.5
21,19,2.0
21,35,1.5
21,38,4.0
21,46,4.0
21,55,2.5
21,58,2.5
21,61,2.5
21,64,1.5
21,68,0.5
21,71,1.0
21,88,3.5
21,91,0.0
21,97,0.0
21,103,3.5
21,115,3.0
21,122,4.5
21,123,1.0
21,126,2.0
21,150,1.5
21,155,0.0
21,157,0.5
21,162,1.0
21,163,2.5
21,167,3.0
21,168,4.5
21,182,0.0
21,189,0.5
21,198,4.0
21,237,3.0
21,245,3.0
21,247,1.0
21,252,2.5
21,253,4.5
21,257,3.0
21,264,4.5
21,269,4.0
21,273,4.5
21,274,0.5
21,276,3.0
21,278,3.5
21,280,4.5
21,296,2.0
21,303,2.5
21,310,1.5
21,312,2.0
21,321,4.0
21,322,0.5
21,327,3.5
21,328,3.0
21,344,0.0
21,346,4.5
21,347,2.0
21,354,4.5
21,363,4.5
21,369,2.0
21,386,1.5
21,393,0.5
21,403,0.0
21,405,2.5
21,407,1.5
21,410,3.0
21,417,4.0
21,439,4.0
21,446,4.5
21,450,1.5
21,454,4.0
21,476,1.5
21,489,0.0
22,1,4.0
22,10,4.5
22,13,0.5
22,27,2.5
22,39,2.0
22,41,2.0
22,43,2.5
22,52,1.0
22,54,2.0
22,67,0.5
22,92,4.5
22,95,3.0
22,109,4.5
22,118,4.5
22,119,1.5
22,126,0.0
22,132,1.0
22,136,0.0
22,161,3.5
22,174,3.5
22,181,2.0
22,187,2.5
22,197,3.5
22,199,4.0
22,209,4.0
22,211,4.5
22,228,1.0
22,246,0.0
22,257,1.0
22,265,3.5
22,282,4.0
22,285,2.5
22,292,1.5
22,309,3.5
22,329,1.5
22,330,4.5
22,335,2.5
22,336,3.5
22,341,0.0
22,345,2.5
22,348,0.0
22,351,1.0
22,354,3.0
22,359,2.0
22,369,0.0
22,371,3.0
22,372,0.5
22,386,4.5
22,393,1.5
22,417,4.0
22,438,0.5
22,448,1.5
22,452,3.5
22,453,2.0
22,481,0.0
22,484,0.5
23,45,4.5
23,52,0.0
23,53,4.5
23,64,4.5
23,81,1.5
23,100,1.5
23,151,2.0
23,158,3.5
23,169,2.5
23,201,4.5
23,248,4.0
23,331,1.5
23,359,3.0
23,365,2.5
23,374,0.0
23,402,2.0
23,444,3.5
23,450,1.5
23,477,1.0
23,482,0.0
23,488,2.5
24,39,0.0
24,209,0.0
24,303,0.0
24,449,0.5
25,5,1.0
25,11,2.5
25,17,1.0
25,24,4.5
25,27,3.0
25,39,1.5
25,45,1.0
25,46,0.5
25,51,3.5
25,56,4.5
25,58,4.5
25,59,4.5
25,96,1.5
25,104,1.0
25,113,1.0
25,114,3.0
25,118,0.5
25,128,4.5
25,157,0.0
25,165,3.5
25,170,0.0
25,177,3.0
25,183,4.0
25,186,1.0
25,192,1.0
25,200,0.5
25,216,1.5
25,231,3.0
25,245,3.0
25,254,4.5
25,279,4.5
25,311,3.5
25,314,1.0
25,326,1.0
25,342,1.5
25,343,1.5
25,348,0.0
25,367,3.0
25,369,3.0
25,375,4.0
25,383,1.5
25,385,2.5
25,389,4.0
25,391,4.5
25,418,0.5
25,421,0.5
25,423,1.0
25,438,0.5
25,454,2.0
25,456,2.0
25,469,4.5
25,491,1.5
25,493,1.5
25,499,0.0
26,6,1.0
26,13,4.0
26,15,1.5
26,32,0.0
26,54,2.5
26,58,4.5
26,59,3.5
26,63,0.5
26,68,3.5
26,74,2.5
26,104,1.5
26,110,0.0
26,127,1.0
26,132,2.0
26,181,2.0
26,190,0.5
26,196,4.5
26,197,3.0
26,256,0.5
26,278,2.5
26,294,1.0
26,302,4.0
26,329,1.5
26,336,0.0
26,344,1.5
26,349,0.5
26,357,1.5
26,378,3.0
26,388,3.0
26,399,0.5
26,400,2.5
26,407,2.0
26,410,3.0
26,421,3.0
26,425,4.0
26,426,1.0
26,438,0.5
26,456,2.0
26,473,1.5
27,9,4.5
27,17,0.5
27,28,1.0
27,32,2.5
27,40,4.5
27,48,1.5
27,77,4.5
27,79,1.5
27,111,1.0
27,121,3.0
27,127,2.5
27,145,0.5
27,165,0.5
27,188,3.0
27,203,1.0
27,209,2.5
27,215,4.0
27,249,0.0
27,261,1.0
27,262,2.5
27,272,3.0
27,287,4.5
27,305,3.0
27,334,4.0
27,340,2.5
27,360,4.0
27,385,2.5
27,387,3.5
27,389,4.0
27,397,2.5
27,417,2.0
27,418,0.5
27,420,0.5
27,428,4.5
27,433,4.0
27,445,0.5
27,451,0.5
27,463,4.5
27,475,0.5
27,480,4.5
27,482,3.0
27,494,3.0
28,9,0.5
28,21,0.0
28,24,2.5
28,38,3.5
28,39,4.5
28,45,3.5
28,70,2.5
28,73,1.0
28,95,2.5
28,98,3.5
28,107,0.0
28,113,0.0
28,114,0.5
28,153,0.5
28,156,3.0
28,175,3.0
28,200,3.0
28,252,1.5
28,275,0.5
28,278,4.5
28,281,2.0
28,297,4.0
28,300,4.0
28,303,0.5
28,321,4.0
28,327,2.0
28,347,4.5
28,361,0.5
28,367,1.5
28,374,4.0
28,381,4.5
28,448,0.0
28,461,3.5
28,462,0.0
28,465,0.5
28,480,2.5
29,1,1.0
29,5,4.0
29,10,3.5
29,14,1.5
29,16,3.0
29,24,4.5
29,26,3.0
29,27,2.5
29,42,2.0
29,51,3.0
29,73,4.0
29,74,4.0
29,80,1.5
29,88,2.0
29,93,0.5
29,96,0.5
29,101,3.0
29,105,4.0
29,110,1.5
29,111,0.0
29,121,4.0
29,135,1.0
29,151,1.0
29,158,3.0
29,160,3.5
29,162,2.0
29,164,2.5
29,165,1.0
29,167,4.5
29,170,1.5
29,178,2.0
29,181,4.5
29,187,2.5
29,190,0.0
29,192,1.0
29,193,1.0
29,196,4.0
29,203,4.0
29,212,3.5
29,216,4.5
29,217,1.0
29,219,4.0
29,233,2.0
29,235,3.5
29,237,2.0
29,242,3.0
29,245,4.5
29,247,2.0
29,258,2.0
29,261,4.5
29,268,4.0
29,274,3.5
29,283,1.5
29,285,0.0
29,286,3.5
29,291,2.5
29,292,4.0
29,302,3.5
29,306,0.5
29,313,0.5
29,314,1.0
29,316,4.5
29,327,0.5
29,328,3.5
29,331,3.0
29,336,0.5
29,340,2.5
29,342,2.0
29,348,2.5
29,352,4.0
29,353,1.0
29,359,4.0
29,362,1.0
29,364,1.0
29,370,3.0
29,375,2.5
29,404,3.0
29,405,3.0
29,406,2.0
29,409,1.0
29,413,1.5
29,417,4.0
29,424,2.0
29,426,4.5
29,427,1.0
29,434,1.0
29,435,0.5
29,438,0.0
29,443,2.5
29,448,0.5
29,450,1.5
29,456,4.5
29,459,2.0
29,462,0.0
29,478,3.0
29,490,4.5
29,495,2.0
29,497,1.0
30,2,4.0
30,4,4.5
30,11,0.5
30,23,1.5
30,25,3.0
30,31,3.0
30,49,4.0
30,61,4.0
30,80,1.5
30,92,3.5
30,98,2.5
30,99,3.0
30,110,2.0
30,137,0.0
30,150,2.5
30,155,1.5
30,162,2.5
30,164,0.0
30,171,0.5
30,172,4.0
30,181,3.5
30,194,2.5
30,232,2.0
30,234,4.0
30,240,0.5
30,241,0.0
30,242,4.5
30,245,4.0
30,246,4.0
30,256,4.5
30,266,2.0
30,270,2.5
30,275,4.5
30,284,0.0
30,285,2.5
30,286,4.0
30,291,0.5
30,294,1.5
30,300,4.0
30,305,3.0
30,324,1.0
30,330,0.0
30,339,2.5
30,356,0.0
30,364,1.5
30,378,4.5
30,380,2.0
30,381,2.5
30,383,1.5
30,388,2.5
30,390,0.5
30,395,0.5
30,402,0.0
30,421,2.0
30,424,2.5
30,435,3.5
30,437,0.0
30,445,1.5
30,449,3.0
30,451,4.0
30,453,1.0
30,454,0.5
30,455,4.5
30,457,4.0
30,464,1.5
30,465,1.0
30,481,1.5
30,492,2.5
30,493,1.0
30,496,0.5
31,6,4.5
31,45,1.5
31,78,3.5
31,95,0.0
31,107,0.0
31,132,3.0
31,136,1.5
31,158,1.0
31,165,3.5
31,176,4.0
31,178,4.5
31,199,4.5
31,216,0.5
31,220,4.0
31,221,1.5
31,231,2.5
31,260,0.0
31,267,1.5
31,270,4.0
31,297,1.0
31,306,4.5
31,312,3.0
31,320,4.5
31,332,4.5
31,349,2.0
31,355,4.0
31,370,2.0
31,428,2.0
31,435,3.5
31,452,1.0
31,459,4.5
31,470,0.5
31,485,3.5
31,486,0.0
31,499,2.5
32,14,2.0
32,15,2.0
32,23,2.5
32,37,2.0
32,40,1.5
32,41,3.5
32,43,4.0
32,46,2.5
32,48,3.0
32,49,4.5
32,56,3.0
32,57,4.5
32,66,2.0
32,74,1.0
32,75,3.0
32,84,4.0
32,94,3.5
32,113,0.0
32,117,0.0
32,119,1.5
32,126,4.5
32,128,4.5
32,136,2.0
32,146,1.0
32,164,0.5
32,169,0.5
32,181,1.0
32,187,1.5
32,201,1.5
32,205,3.0
32,220,4.0
32,221,1.0
32,233,2.5
32,255,2.0
32,258,1.0
32,277,1.0
32,290,3.5
32,293,4.5
32,327,1.0
32,330,1.5
32,358,0.5
32,361,4.5
32,367,1.0
32,386,2.5
32,394,1.0
32,398,1.5
32,415,2.0
32,457,2.0
32,464,4.0
32,466,0.5
32,478,3.5
32,479,0.0
32,480,1.0
32,499,3.5
33,1,2.0
33,3,1.0
33,9,1.0
33,14,3.5
33,21,2.5
33,28,3.5
33,29,0.0
33,42,1.0
33,45,2.5
33,54,3.0
33,66,1.0
33,74,3.0
33,77,0.5
33,79,0.0
33,83,2.5
33,87,2.5
33,90,1.5
33,106,3.0
33,109,2.0
33,111,3.0
33,113,1.5
33,114,4.5
33,115,3.5
33,126,1.0
33,140,1.0
33,141,0.0
33,158,1.0
33,160,0.5
33,173,1.0
33,176,1.5
33,183,2.0
33,193,0.5
33,195,2.5
33,205,1.0
33,213,0.5
33,215,4.0
33,219,4.5
33,227,4.5
33,232,2.5
33,234,2.0
33,238,4.0
33,254,0.0
33,256,0.0
33,259,4.5
33,264,1.5
33,266,0.5
33,275,1.5
33,283,0.5
33,284,1.0
33,289,0.5
33,291,0.0
33,308,3.5
33,323,2.0
33,335,0.0
33,341,2.5
33,358,1.5
33,360,0.5
33,361,0.5
33,369,0.5
33,387,0.0
33,418,4.5
33,426,2.5
33,428,2.5
33,430,0.5
33,436,1.0
33,438,0.0
33,439,3.5
33,454,2.5
33,458,4.0
33,474,2.5
33,477,2.0
33,488,1.0
34,5,2.5
34,12,3.5
34,28,4.5
34,29,4.5
34,46,4.0
34,51,1.5
34,54,4.5
34,67,4.5
34,92,4.0
34,161,1.0
34,163,0.5
34,170,4.5
34,171,0.5
34,172,1.5
34,184,0.5
34,186,2.0
34,188,0.0
34,189,4.0
34,201,1.5
34,209,2.0
34,227,2.5
34,236,4.5
34,237,3.5
34,242,0.0
34,251,3.5
34,256,2.5
34,264,3.5
34,265,0.0
34,273,3.0
34,327,4.5
34,362,4.0
34,381,0.0
34,383,2.0
34,390,2.0
34,402,0.5
34,419,2.0
34,435,4.5
34,439,2.5
34,462,0.0
34,470,4.5
35,3,2.0
35,4,3.5
35,5,4.5
35,7,0.5
35,8,4.0
35,14,4.5
35,24,0.0
35,36,2.5
35,41,4.5
35,98,3.0
35,119,0.0
35,125,0.0
35,126,2.5
35,153,0.5
35,159,2.5
35,179,3.0
35,183,1.5
35,193,4.0
35,195,4.5
35,198,4.0
35,213,3.0
35,218,0.5
35,234,0.0
35,247,4.5
35,252,2.0
35,253,1.0
35,257,2.0
35,263,4.0
35,270,4.5
35,271,4.5
35,275,3.5
35,277,1.0
35,280,3.5
35,289,1.0
35,290,2.5
35,308,4.5
35,310,2.0
35,316,1.0
35,328,1.5
35,330,2.0
35,331,4.0
35,351,0.0
35,355,3.5
35,361,3.0
35,364,1.0
35,368,0.0
35,386,1.5
35,397,0.0
35,405,4.0
35,418,0.5
35,430,0.5
35,438,1.5
35,454,3.5
35,455,1.5
35,468,1.0
35,474,2.0
35,479,3.0
35,493,1.0
36,7,2.0
36,8,1.5
36,9,0.5
36,14,3.5
36,16,3.5
36,28,0.5
36,33,3.5
36,40,3.0
36,52,3.0
36,60,3.5
36,61,2.0
36,65,1.5
36,72,2.5
36,78,1.5
36,92,3.0
36,97,1.5
36,102,3.0
36,116,1.5
36,120,3.0
36,121,1.0
36,146,1.5
36,153,3.5
36,155,0.0
36,157,0.0
36,160,0.5
36,161,4.5
36,174,0.5
36,177,4.5
36,183,3.0
36,184,0.0
36,196,2.5
36,197,4.5
36,200,2.5
36,205,2.5
36,212,1.5
36,257,4.0
36,259,4.5
36,263,4.0
36,270,2.5
36,273,2.5
36,274,3.0
36,278,1.0
36,282,3.0
36,294,0.5
36,309,4.0
36,316,2.0
36,319,2.0
36,322,3.0
36,328,0.0
36,332,1.0
36,340,3.0
36,341,0.5
36,354,1.0
36,360,2.5
36,362,4.5
36,367,0.0
36,375,3.0
36,390,1.0
36,397,4.0
36,400,2.0
36,403,4.5
36,405,3.0
36,406,3.0
36,407,1.0
36,415,2.0
36,416,0.0
36,417,0.0
36,424,0.0
36,432,1.0
36,436,0.5
36,438,1.0
36,440,3.5
36,441,1.0
36,443,3.0
36,459,0.5
36,464,3.0
36,469,3.0
36,470,4.0
36,471,4.0
36,475,4.0
36,477,3.5
36,479,2.5
36,490,0.0
36,495,0.0
37,42,2.5
37,98,4.5
37,101,3.5
37,117,2.5
37,128,0.0
37,130,3.5
37,141,4.0
37,166,2.5
37,169,3.0
37,180,4.0
37,201,3.5
37,240,4.0
37,244,3.5
37,248,2.0
37,260,3.5
37,261,3.0
37,265,4.0
37,283,0.0
37,288,0.5
37,300,1.0
37,304,3.5
37,306,3.5
37,326,2.5
37,347,3.5
37,365,0.0
37,368,2.5
37,439,2.5
37,445,0.5
37,449,0.0
37,460,1.0
37,462,1.5
37,488,1.5
37,495,2.0
38,32,0.0
38,60,4.0
38,73,3.0
38,82,4.0
38,97,3.0
38,99,1.0
38,115,1.5
38,122,3.0
38,126,4.0
38,129,1.5
38,135,0.0
38,136,0.0
38,140,2.5
38,148,1.0
38,161,1.0
38,163,4.0
38,168,0.0
38,181,4.0
38,194,1.0
38,204,2.0
38,206,0.0
38,209,3.5
38,211,3.0
38,260,2.0
38,272,3.0
38,281,1.0
38,284,4.0
38,311,1.5
38,357,4.5
38,365,3.5
38,377,4.0
38,402,0.5
38,410,3.0
38,439,4.0
38,450,1.0
38,469,0.0
38,472,3.5
38,481,3.0
38,484,2.5
38,486,2.5
38,490,4.5
38,498,3.5
39,3,4.0
39,12,1.0
39,25,0.5
39,28,3.5
39,32,1.5
39,53,0.5
39,58,4.0
39,59,1.5
39,63,4.5
39,65,2.5
39,73,3.0
39,79,4.0
39,100,2.0
39,103,3.0
39,108,3.0
39,111,2.5
39,112,0.5
39,122,4.0
39,123,0.5
39,130,1.5
39,144,3.5
39,149,3.5
39,153,1.5
39,155,0.0
39,156,0.0
39,171,0.5
39,176,4.5
39,185,2.5
39,188,1.0
39,192,3.5
39,203,2.5
39,207,2.0
39,221,3.5
39,223,3.5
39,225,4.5
39,230,4.0
39,241,2.0
39,252,1.0
39,255,4.0
39,261,2.0
39,266,2.0
39,267,3.5
39,273,4.0
39,296,4.5
39,311,3.5
39,317,3.0
39,318,3.0
39,329,0.5
39,332,2.5
39,335,3.0
39,338,4.0
39,366,4.5
39,368,3.5
39,374,0.0
39,385,3.0
39,393,2.0
39,424,0.0
39,440,0.5
39,441,0.0
39,450,1.0
39,451,0.0
39,453,4.0
39,466,3.5
39,475,0.0
39,477,3.5
39,478,3.0
39,485,0.0
40,16,4.5
40,24,4.0
40,25,1.5
40,44,2.0
40,62,4.5
40,63,1.5
40,112,0.0
40,122,0.5
40,123,2.0
40,142,0.0
40,144,4.5
40,149,3.5
40,166,4.0
40,184,1.0
40,192,0.0
40,202,1.5
40,211,0.0
